Conflict,ConflictDescription,ConflictStatus,MediaOutlet,Link,PublicationDate,Headline
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "Washington Post","https://www.washingtonpost.com/business/2-attorneys-general-to-subpoena-trump-organization-irs/2018/12/04/d20a5106-f7fd-11e8-8642-c9718a256cbd_story.html?utm_term=.0461cfe66081","12/04/2018","2 attorneys general to subpoena Trump Organization, Treasury"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "Washington Post","https://www.washingtonpost.com/business/economy/attorneys-general-issue-subpoenas-to-trump-entities-in-dc-hotel-case/2018/12/04/29e13dc0-f4db-11e8-bc79-68604ed88993_story.html?utm_term=.7ae058b29dab","12/04/2018","D.C., Maryland begin seeking Trump financial documents in case related to his D.C. hotel"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "ABC News","https://abcnews.go.com/amp/Politics/maryland-dc-begin-issuing-subpoenas-information-trump-hotel/story?id=59610772","12/04/2018","Maryland, DC begin issuing subpoenas for information about Trump Hotel"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Politico","https://www.washingtonpost.com/business/business-highlights/2018/12/04/c839b0b6-f818-11e8-8642-c9718a256cbd_story.html?utm_term=.275c3412e24b","12/04/2018","2 attorneys general to subpoena Trump Organization, IRS"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "ProPublica","https://www.propublica.org/article/trump-inc-podcast-jr-secretly-invested-in-hydroponic-lettuce-company-whose-chair-was-seeking-trump-administration-funds","12/04/2018","Trump Jr. Invested in a Hydroponic Lettuce Company Whose Chair Was Seeking Trump Administration Funds — “Trump, Inc.” Podcast Extra"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Washington Post","https://www.washingtonpost.com/business/2-attorneys-general-to-subpoena-trump-organization-irs/2018/12/04/d20a5106-f7fd-11e8-8642-c9718a256cbd_story.html?utm_term=.0461cfe66081","12/04/2018","2 attorneys general to subpoena Trump Organization, Treasury"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Washington Post","https://www.washingtonpost.com/business/economy/attorneys-general-issue-subpoenas-to-trump-entities-in-dc-hotel-case/2018/12/04/29e13dc0-f4db-11e8-bc79-68604ed88993_story.html?utm_term=.7ae058b29dab","12/04/2018","D.C., Maryland begin seeking Trump financial documents in case related to his D.C. hotel"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Washington Post","https://www.washingtonpost.com/politics/2018/12/03/president-trumps-misleading-statements-trump-tower-moscow-timeline/?utm_term=.75658c095727","12/03/2018","The president’s misleading statements on Trump Tower Moscow: A timeline"
"Michael Cohen","",Active, "Washington Post","https://www.washingtonpost.com/politics/cohens-guilty-plea-suggests-russia-has-leverage-over-trump-top-democrat-says/2018/12/02/ac2f5e92-f65c-11e8-8d64-4e79db33382f_story.html?utm_term=.6085487cb85b","12/02/2018","Cohen’s guilty plea suggests Russia has ‘leverage’ over Trump, top Democrat says"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Washington Post","https://www.washingtonpost.com/politics/cohens-guilty-plea-suggests-russia-has-leverage-over-trump-top-democrat-says/2018/12/02/ac2f5e92-f65c-11e8-8d64-4e79db33382f_story.html?utm_term=.6085487cb85b","12/02/2018","Cohen’s guilty plea suggests Russia has ‘leverage’ over Trump, top Democrat says"
"Internal Revenue Service","",Active, "CNN","https://amp.cnn.com/cnn/2018/11/30/politics/house-democrats-trump-tax-returns-government-reform/index.html","11/30/2018","House Democratic priorities in new Congress: Trump tax returns and tackling corruption"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "CNN","https://amp.cnn.com/cnn/2018/11/30/politics/house-democrats-trump-tax-returns-government-reform/index.html","11/30/2018","House Democratic priorities in new Congress: Trump tax returns and tackling corruption"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "NBC","https://www.nbcnews.com/politics/first-read/trump-s-russia-dealings-represented-enormous-conflict-interest-2016-n942101","11/30/2018","Trump's Russia dealings represented an enormous conflict of interest in 2016"
"Deutsche Bank","",Active, "New York Times","https://www.nytimes.com/2018/11/29/business/deutsche-bank-money-laundering-raid.html#click=https://t.co/SK9NdSKEhl","11/29/2018","Deutsche Bank Offices Are Searched in Money Laundering Investigation"
"Deutsche Bank","",Active, "New York Times","https://www.nytimes.com/2018/11/29/business/deutsche-bank-money-laundering-raid.html#click=https://t.co/SK9NdSKEhl","11/29/2018","Deutsche Bank Offices Are Searched in Money Laundering Investigation"
"Michael Cohen","",Active, "BuzzFeed","https://www.buzzfeednews.com/article/anthonycormier/the-trump-organization-planned-to-give-vladimir-putin-the","11/29/2018","The Trump Organization Planned To Give Vladimir Putin The $50 Million Penthouse In Trump Tower Moscow"
"Michael Cohen","",Active, "CNN","https://amp.cnn.com/cnn/2018/11/29/politics/donald-trump-jr-cohen-trump-organization/index.html","11/29/2018","Donald Trump Jr., Trump Org. in spotlight after Cohen plea"
"Michael Cohen","",Active, "CNN","https://www.cnn.com/2018/11/29/politics/michael-cohen-guilty-plea-misleading-congress/index.html","11/29/2018","Michael Cohen pleads guilty, says he lied about Trump's knowledge of Moscow project"
"Michael Cohen","",Active, "NPR","https://www.npr.org/2018/11/29/671864979/trump-moscow-real-estate-talks-continued-into-presidential-run-documents-show","11/29/2018","Michael Cohen Admits Trump Tower-Moscow Talks Continued Well Into 2016 Campaign"
"Michael Cohen","",Active, "NPR","https://www.npr.org/2018/11/29/671996681/a-timeline-of-the-potential-trump-tower-project-in-moscow","11/29/2018","A Timeline Of The Potential Trump Tower Project In Moscow"
"Trump Chicago","",Active, "Washington Post","https://www.washingtonpost.com/amphtml/opinions/2018/11/29/another-conflict-interest-trump-hotel/?noredirect=on","11/29/2018","Another conflict of interest at a Trump hotel?"
"Trump Chicago","",Active, "Washington Post","https://www.washingtonpost.com/amphtml/opinions/2018/11/29/another-conflict-interest-trump-hotel/?noredirect=on","11/29/2018","Another conflict of interest at a Trump hotel?"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "BuzzFeed","https://www.buzzfeednews.com/article/anthonycormier/the-trump-organization-planned-to-give-vladimir-putin-the","11/29/2018","The Trump Organization Planned To Give Vladimir Putin The $50 Million Penthouse In Trump Tower Moscow"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "BuzzFeed","https://www.buzzfeednews.com/article/emmaloop/house-intelligence-committee-will-investigate-trump?ref=bfnsplash&utm_term=4ldqpho","11/29/2018","The House Intelligence Committee Will Investigate Trump’s Company’s Plan To Give Putin A $50 Million Penthouse"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "CNN","https://amp.cnn.com/cnn/2018/11/29/politics/donald-trump-jr-cohen-trump-organization/index.html","11/29/2018","Donald Trump Jr., Trump Org. in spotlight after Cohen plea"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "CNN","https://www.cnn.com/2018/11/29/politics/michael-cohen-guilty-plea-misleading-congress/index.html","11/29/2018","Michael Cohen pleads guilty, says he lied about Trump's knowledge of Moscow project"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "New York Times","https://www.nytimes.com/2018/11/29/us/politics/trump-cohen-russia-sanctions.html","11/29/2018","Did a Real Estate Project Influence Trump’s View of Russia Sanctions?"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "NPR","https://www.npr.org/2018/11/29/671864979/trump-moscow-real-estate-talks-continued-into-presidential-run-documents-show","11/29/2018","Michael Cohen Admits Trump Tower-Moscow Talks Continued Well Into 2016 Campaign"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "NPR","https://www.npr.org/2018/11/29/671996681/a-timeline-of-the-potential-trump-tower-project-in-moscow","11/29/2018","A Timeline Of The Potential Trump Tower Project In Moscow"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Washington Post","https://www.washingtonpost.com/politics/we-will-be-in-moscow-the-story-of-trumps-30-year-quest-to-expand-his-brand-to-russia/2018/11/29/91f9f100-f3f4-11e8-aeea-b85fd44449f5_story.html?noredirect=on&utm_term=.72867fe51cbb","11/29/2018","‘We will be in Moscow’: The story of Trump’s 30-year quest to expand his brand to Russia"
"Trump Tower Commercial","",Active, "USA Today","https://amp.usatoday.com/amp/2119341002","11/27/2018","Russia inquiry: House Democrats aim to unmask Trump Jr.’s blocked call"
"Trump Tower Commercial","",Active, "USA Today","https://amp.usatoday.com/amp/2119341002","11/27/2018","Russia inquiry: House Democrats aim to unmask Trump Jr.’s blocked call"
"Trump Tower Condominium","",Active, "USA Today","https://amp.usatoday.com/amp/2119341002","11/27/2018","Russia inquiry: House Democrats aim to unmask Trump Jr.’s blocked call"
"Trump Tower Condominium","",Active, "USA Today","https://amp.usatoday.com/amp/2119341002","11/27/2018","Russia inquiry: House Democrats aim to unmask Trump Jr.’s blocked call"
"Trump National Golf Club - Westchester","",Active, "CNN","https://www.cnn.com/2018/11/26/politics/trump-foundation-filing/index.html","11/26/2018","Newly released filings show Trump company transfers to his charity in 2017"
"Trump National Golf Club - Westchester","",Active, "CNN","https://www.cnn.com/2018/11/26/politics/trump-foundation-filing/index.html","11/26/2018","Newly released filings show Trump company transfers to his charity in 2017"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "CNN","https://www.cnn.com/2018/11/26/politics/trump-foundation-filing/index.html","11/26/2018","Newly released filings show Trump company transfers to his charity in 2017"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "CNN","https://www.cnn.com/2018/11/26/politics/trump-foundation-filing/index.html","11/26/2018","Newly released filings show Trump company transfers to his charity in 2017"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "CNN","https://www.cnn.com/2018/11/26/politics/trump-foundation-filing/index.html","11/26/2018","Newly released filings show Trump company transfers to his charity in 2017"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "CNN","https://www.cnn.com/2018/11/23/politics/trump-foundation-new-york-state-lawsuit/index.html","11/24/2018","NY AG's lawsuit against Trump foundation can proceed, judge says"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "CNN","https://www.cnn.com/2018/11/23/politics/trump-foundation-new-york-state-lawsuit/index.html","11/24/2018","NY AG's lawsuit against Trump foundation can proceed, judge says"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "NBC","https://www.nbcnews.com/politics/politics-news/judge-allows-lawsuit-against-trump-foundation-proceed-rejects-trump-claim-n939526","11/23/2018","Judge allows lawsuit against Trump Foundation to proceed, rejects Trump claim that he can't be sued"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "NBC","https://www.nbcnews.com/politics/politics-news/judge-allows-lawsuit-against-trump-foundation-proceed-rejects-trump-claim-n939526","11/23/2018","Judge allows lawsuit against Trump Foundation to proceed, rejects Trump claim that he can't be sued"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "Washington Post","https://www.washingtonpost.com/politics/new-york-state-judge-allows-suit-against-trump-and-his-personal-charity-to-proceed/2018/11/23/f5674d0e-ef4f-11e8-96d4-0d23f2aaad09_story.html?utm_term=.486014441937","11/23/2018","New York state judge allows suit against Trump and his personal charity to proceed"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "Washington Post","https://www.washingtonpost.com/politics/new-york-state-judge-allows-suit-against-trump-and-his-personal-charity-to-proceed/2018/11/23/f5674d0e-ef4f-11e8-96d4-0d23f2aaad09_story.html?utm_term=.486014441937","11/23/2018","New York state judge allows suit against Trump and his personal charity to proceed"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "CNN","https://www.cnn.com/2018/11/21/politics/trump-org-braces-for-dems/index.html","11/21/2018","The President's company braces for Democratic investigations"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "CNN","https://www.cnn.com/2018/11/21/politics/trump-org-braces-for-dems/index.html","11/21/2018","The President's company braces for Democratic investigations"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "CNN","https://www.cnn.com/2018/11/21/politics/trump-org-braces-for-dems/index.html","11/21/2018","The President's company braces for Democratic investigations"
"Kushner Companies","",Active, "New York Post","https://pagesix.com/2018/11/19/jared-and-josh-kushner-buying-luxe-lower-east-side-hotel/","11/19/2018","Jared and Josh Kushner buying luxe Lower East Side hotel"
"Kushner Companies","",Active, "New York Post","https://pagesix.com/2018/11/19/jared-and-josh-kushner-buying-luxe-lower-east-side-hotel/","11/19/2018","Jared and Josh Kushner buying luxe Lower East Side hotel"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Vox","https://www.vox.com/platform/amp/world/2018/9/12/17764132/trump-russia-business-ties-mafia-putin-craig-unger%EF%BB%BF","11/19/2018","Trump’s ties to the Russian mafia go back 3 decades"
"Department of Homeland Security","",Active, "Washington Post","https://www.washingtonpost.com/national/taxpayers-cost-for-trump-jrs-business-trip-to-india-nearly-100k-documents-show/2018/11/15/1ea6153a-9f58-4718-83d8-dff80ad42f9e_story.html?utm_term=.896cb67f10b7","11/15/2018","Taxpayers’ cost for Trump Jr.’s business trip to India nearly $100K, documents show"
"DT India Venture","",Active, "Washington Post","https://www.washingtonpost.com/national/taxpayers-cost-for-trump-jrs-business-trip-to-india-nearly-100k-documents-show/2018/11/15/1ea6153a-9f58-4718-83d8-dff80ad42f9e_story.html?utm_term=.896cb67f10b7","11/15/2018","Taxpayers’ cost for Trump Jr.’s business trip to India nearly $100K, documents show"
"DT India Venture","",Active, "Washington Post","https://www.washingtonpost.com/national/taxpayers-cost-for-trump-jrs-business-trip-to-india-nearly-100k-documents-show/2018/11/15/1ea6153a-9f58-4718-83d8-dff80ad42f9e_story.html?utm_term=.896cb67f10b7","11/15/2018","Taxpayers’ cost for Trump Jr.’s business trip to India nearly $100K, documents show"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Washington Post","https://www.washingtonpost.com/national/taxpayers-cost-for-trump-jrs-business-trip-to-india-nearly-100k-documents-show/2018/11/15/1ea6153a-9f58-4718-83d8-dff80ad42f9e_story.html?utm_term=.896cb67f10b7","11/15/2018","Taxpayers’ cost for Trump Jr.’s business trip to India nearly $100K, documents show"
"U.S Department of Justice","As head of the executive branch, President Trump oversees the Justice Department and the United States' relations with the rest of the world. Through his businesses he still has a lengthy series of financial relationships with private institutions and countries with business before the United States.",Active, "ProPublica","https://www.propublica.org/article/trump-inc-podcast-an-emoluments-suit-against-trump-is-moving-ahead-we-spoke-to-a-plaintiff-about-whats-next","11/14/2018","An Emoluments Suit Against Trump Is Moving Ahead. We Spoke to a Plaintiff About What’s Next. — “Trump, Inc.” Podcast Extra"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "ProPublica","https://www.propublica.org/article/trump-inc-podcast-an-emoluments-suit-against-trump-is-moving-ahead-we-spoke-to-a-plaintiff-about-whats-next","11/14/2018","An Emoluments Suit Against Trump Is Moving Ahead. We Spoke to a Plaintiff About What’s Next. — “Trump, Inc.” Podcast Extra"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "ProPublica","https://www.propublica.org/article/trump-inc-podcast-an-emoluments-suit-against-trump-is-moving-ahead-we-spoke-to-a-plaintiff-about-whats-next","11/14/2018","An Emoluments Suit Against Trump Is Moving Ahead. We Spoke to a Plaintiff About What’s Next. — “Trump, Inc.” Podcast Extra"
"Internal Revenue Service","",Active, "Washington Post","https://www.washingtonpost.com/politics/federal_government/meet-the-house-democrats-who-will-be-running-the-show/2018/11/12/40ea846a-e63d-11e8-8449-1ff263609a31_story.html?utm_term=.77c7103b9287","11/12/2018","Meet the House Democrats who will be running the show"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "Washington Post","https://www.washingtonpost.com/politics/2018/11/12/readers-guide-trump-administration-targets-house-democrats-are-preparing-investigate/?utm_term=.ca37230f6620","11/12/2018","A reader’s guide: 12 targets as House Democrats prepare to investigate the Trump administration"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "Washington Post","https://www.washingtonpost.com/politics/federal_government/meet-the-house-democrats-who-will-be-running-the-show/2018/11/12/40ea846a-e63d-11e8-8449-1ff263609a31_story.html?utm_term=.77c7103b9287","11/12/2018","Meet the House Democrats who will be running the show"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Washington Post","https://www.washingtonpost.com/politics/2018/11/12/readers-guide-trump-administration-targets-house-democrats-are-preparing-investigate/?utm_term=.ca37230f6620","11/12/2018","A reader’s guide: 12 targets as House Democrats prepare to investigate the Trump administration"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "Washington Post","https://www.washingtonpost.com/politics/democrats-signal-aggressive-investigations-of-trump-while-resisting-impeachment-calls/2018/11/11/63945180-e5d4-11e8-bbdb-72fdbf9d4fed_story.html?utm_term=.29f3e4841939","11/11/2018","Democrats signal aggressive investigations of Trump while resisting impeachment calls"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Washington Post","https://www.washingtonpost.com/politics/democrats-signal-aggressive-investigations-of-trump-while-resisting-impeachment-calls/2018/11/11/63945180-e5d4-11e8-bbdb-72fdbf9d4fed_story.html?utm_term=.29f3e4841939","11/11/2018","Democrats signal aggressive investigations of Trump while resisting impeachment calls"
